,smiles,sequence,interactions
342,631,504,1
343,102,506,0
344,632,507,1
345,633,509,0
346,634,212,1
347,636,510,0
348,637,266,0
349,638,14,1
350,640,512,0
351,517,514,0
352,642,515,0
353,215,138,1
354,12,147,1
355,643,516,0
356,644,517,0
357,648,77,1
358,654,118,1
359,655,524,0
360,656,525,1
361,658,527,0
362,659,528,0
363,660,14,1
364,512,296,1
365,661,529,0
366,662,530,1
367,665,296,1
368,666,532,0
369,668,185,1
370,13,534,0
371,673,538,1
372,674,539,0
373,406,253,1
374,679,469,1
375,126,545,1
376,687,547,0
377,185,278,1
378,182,549,1
379,691,551,0
380,692,552,0
381,694,87,1
382,696,538,1
383,699,557,1
384,700,558,0
385,264,29,1
386,357,564,0
387,705,257,1
388,710,567,0
389,711,568,0
390,713,526,0
391,714,118,1
392,716,295,1
393,718,94,1
394,719,571,0
395,721,273,0
396,722,572,0
397,723,215,0
398,724,573,0
399,728,575,0
400,729,87,1
401,730,14,1
402,731,576,0
403,286,578,1
404,735,582,0
405,737,479,1
406,230,138,1
407,738,530,0
408,740,586,0
409,563,589,0
410,747,405,1
411,748,347,0
412,151,593,1
413,187,594,1
414,755,29,1
415,756,345,0
416,757,597,0
417,758,294,0
418,759,599,0
419,760,600,0
420,761,469,1
421,764,602,0
422,766,604,0
423,768,606,0
424,769,607,0
425,212,302,0
426,770,118,1
427,547,608,0
428,417,609,0
429,772,611,0
430,775,144,1
431,776,614,0
432,778,64,1
433,782,392,0
434,314,443,1
435,785,618,0
436,6,620,0
437,786,621,0
438,358,7,0
439,787,622,0
440,206,572,0
441,788,261,1
442,240,125,1
443,790,624,1
444,193,9,1
445,792,433,1
446,798,629,0
447,799,630,1
448,800,631,0
449,803,524,0
450,804,253,1
451,806,635,0
452,807,636,0
453,678,67,1
454,809,637,1
455,188,638,1
456,810,147,1
457,153,194,1
458,814,104,1
459,815,92,1
460,816,643,1
461,817,191,0
462,819,644,1
463,83,3,1
464,822,646,0
465,824,649,1
466,826,651,1
467,828,652,0
468,829,17,0
469,830,0,1
470,726,524,0
471,832,653,0
472,12,10,1
473,834,61,0
474,547,655,0
475,835,204,0
476,838,656,0
477,731,16,1
478,840,657,1
479,842,660,0
480,844,229,1
481,847,0,0
482,848,87,0
483,849,663,0
484,850,326,0
485,852,111,1
486,854,666,0
487,109,380,1
488,813,668,1
489,856,669,0
490,858,671,1
491,151,672,1
492,852,674,0
493,863,679,1
494,864,570,0
495,578,680,0
496,179,681,1
497,721,14,1
498,867,682,0
499,868,453,1
500,869,390,1
501,870,683,0
502,90,14,1
503,430,480,1
504,475,685,0
505,872,686,0
506,873,189,1
507,874,314,0
508,876,688,0
509,877,237,0
510,879,689,0
511,780,690,1
512,884,693,1
513,885,560,1
514,886,33,0
515,192,696,1
516,888,264,1
517,385,550,1
518,771,524,0
519,890,164,0
520,704,698,1
521,892,278,1
522,218,700,1
523,347,701,0
524,895,364,0
525,897,702,1
526,898,704,0
527,884,705,1
528,899,706,1
529,901,262,1
530,902,341,0
531,903,689,1
532,904,708,1
533,905,266,0
534,906,709,0
535,151,29,1
536,909,274,0
537,912,114,1
538,913,20,0
539,914,432,0
540,158,488,0
541,917,713,0
542,919,715,0
543,920,716,0
544,869,118,1
545,921,718,0
546,923,273,1
547,924,719,1
548,925,689,0
549,808,720,1
550,926,721,0
551,927,722,0
552,930,725,0
553,583,221,1
554,931,726,1
555,932,727,0
556,933,728,0
557,934,114,0
558,840,729,0
559,935,730,0
560,281,731,0
561,936,732,0
562,937,177,1
563,13,733,1
564,938,734,0
565,939,725,1
566,330,736,1
567,942,677,1
568,943,737,0
569,944,229,1
570,669,738,0
571,945,514,0
572,947,638,1
573,822,741,1
574,948,64,1
575,951,469,1
576,165,192,1
577,956,542,0
578,81,746,1
579,800,747,0
580,957,748,0
581,958,130,1
582,769,111,1
583,963,354,1
584,965,480,1
585,966,752,1
586,968,516,0
587,970,755,1
588,971,756,1
589,406,757,1
590,972,64,1
591,735,548,0
592,973,758,0
593,884,759,1
594,977,83,0
595,490,278,1
596,979,433,1
597,980,103,1
598,981,762,0
599,982,763,1
600,983,764,0
601,984,765,0
602,304,764,0
603,285,559,0
604,988,369,1
605,991,94,1
606,993,769,0
607,994,237,1
608,998,772,0
609,1000,611,0
610,1001,773,0
611,1002,775,1
612,90,125,1
613,223,327,0
614,1005,29,1
615,255,777,0
616,1010,779,1
617,588,780,0
618,1011,781,0
619,949,666,0
620,1016,22,0
621,254,381,1
622,1020,788,1
623,1021,789,0
624,343,278,1
625,1025,793,0
626,1026,794,0
627,808,796,1
628,490,185,1
629,1031,135,1
630,428,14,1
631,1034,389,0
632,13,77,1
633,1036,550,1
634,1037,799,1
635,1038,608,0
636,803,550,1
637,148,35,1
638,1043,802,0
639,1044,803,0
640,1045,217,0
641,1047,805,0
642,1050,808,0
643,1051,685,0
644,413,809,1
645,1003,185,1
646,307,638,1
647,1056,13,1
648,1057,728,0
649,1058,812,0
650,1060,550,1
651,238,814,1
652,1062,29,1
653,1063,815,1
654,652,77,1
655,183,650,0
656,1067,816,1
657,1070,818,0
658,1072,819,0
659,1073,820,0
660,1076,337,1
661,1077,821,1
662,689,822,0
663,309,77,1
664,794,278,1
665,1081,824,0
666,1082,253,1
667,1083,805,0
668,1011,21,1
669,1084,14,1
670,1086,826,0
671,165,727,1
672,1089,827,0
673,625,13,1
674,1090,828,0
675,1091,288,0
676,335,77,1
677,740,757,1
678,1095,832,0
679,134,650,0
680,1097,834,1
681,1098,826,0
682,1099,125,1
683,1100,195,1
684,52,836,1
685,1103,96,0
686,1104,118,1
687,472,837,0
688,1105,838,0
689,1107,131,0
690,1109,20,1
691,1111,840,0
692,1112,841,1
693,141,84,1
694,1113,843,0
695,899,405,0
696,651,253,1
697,1119,443,1
698,1120,846,0
699,443,849,1
700,1124,118,1
701,1125,206,1
702,1126,77,1
703,1127,851,0
704,914,809,1
705,1128,852,1
706,1129,853,1
707,8,130,1
708,1130,854,1
709,444,147,1
710,1131,665,0
711,822,855,0
712,1133,856,0
713,614,859,0
714,574,860,0
715,1136,861,0
716,1144,657,1
717,1145,865,0
718,958,194,1
719,365,866,0
720,1133,86,1
721,1147,869,1
722,1148,713,0
723,527,729,1
724,497,189,1
725,1155,296,1
726,1156,875,1
727,1158,24,1
728,1159,77,1
729,1160,736,1
730,1163,877,0
731,590,77,1
732,1166,809,1
733,1167,12,0
734,1168,879,0
735,1169,880,1
736,1170,10,1
737,792,414,0
738,1174,16,0
739,208,480,1
740,1177,882,0
741,1178,883,0
742,1179,402,0
743,1180,884,0
744,1181,885,0
745,631,548,1
746,187,886,0
747,179,67,1
748,1182,877,1
749,1184,605,0
750,1185,889,1
751,505,614,0
752,1188,893,0
753,1189,719,0
754,1190,894,1
755,1194,479,1
756,730,52,1
757,230,147,1
758,1196,896,1
759,1197,897,0
760,1198,212,0
761,651,29,1
762,1199,898,0
763,371,726,1
764,1200,899,0
765,533,900,0
766,1201,901,1
767,1202,902,0
768,1206,904,1
769,1208,905,0
770,331,906,1
771,802,907,0
772,553,396,1
773,319,405,1
774,1213,789,0
775,60,19,0
776,385,189,1
777,1215,910,0
778,1216,911,0
779,1067,912,0
780,1218,913,1
781,309,84,1
782,488,809,1
783,689,914,1
784,341,917,1
785,1224,914,1
786,8,550,1
787,1226,919,0
788,1227,920,0
789,1089,922,0
790,1139,515,1
791,1229,677,1
792,1230,606,0
793,271,253,1
794,1231,889,0
795,1233,829,0
796,286,926,1
797,120,927,0
798,628,929,0
799,1238,668,0
800,1243,934,0
801,1245,935,0
802,1246,936,0
803,1247,127,0
804,385,835,1
805,1250,29,1
806,185,550,1
807,927,938,0
808,790,861,1
809,1252,105,0
810,1253,405,1
811,1255,317,0
812,1241,6,1
813,1259,941,1
814,1260,942,0
815,1263,943,0
816,1264,224,0
817,1265,945,1
818,1266,946,0
819,668,77,1
820,1267,450,0
821,1269,371,0
822,733,949,0
823,107,673,1
824,219,111,1
825,1277,402,0
826,1282,125,1
827,469,704,1
828,1284,253,1
829,756,953,0
830,1285,954,1
831,1286,412,1
832,1289,957,0
833,916,138,1
834,1119,958,0
835,1031,217,1
836,1292,581,0
837,1293,30,1
838,258,94,1
839,1294,281,1
840,1296,777,1
841,1299,961,0
842,686,962,0
843,1300,237,1
844,1301,963,1
845,286,964,1
846,52,965,1
847,184,840,1
848,916,966,0
849,1307,501,0
850,1308,784,0
851,958,189,1
852,1313,968,1
853,1315,969,1
854,1320,972,0
855,1321,973,0
856,1323,253,1
857,1216,974,0
858,64,668,0
859,1327,975,0
860,1328,273,1
861,1330,977,0
862,75,727,1
863,1065,978,0
864,1321,979,0
865,1332,525,1
866,1333,981,0
867,1335,982,0
868,1208,984,0
869,49,137,0
870,509,809,1
871,1338,155,1
872,1339,92,1
873,1340,140,1
874,1084,295,1
875,1341,14,1
876,1343,273,0
877,103,727,1
878,1345,20,0
879,1347,744,0
880,1350,943,0
881,1353,67,0
882,1356,271,0
883,1357,405,1
884,1359,991,0
885,1364,666,0
886,926,993,1
887,123,994,1
888,1365,506,0
889,1366,995,0
890,1367,688,0
891,211,237,1
892,1368,977,0
893,651,779,1
894,251,999,1
895,1370,1000,0
896,1158,1002,0
897,1373,1004,1
898,1375,557,1
899,1376,1005,0
900,1377,1006,0
901,1379,1008,0
902,286,1010,1
903,1381,690,1
904,1382,94,1
905,264,118,1
906,397,466,0
907,78,1012,0
908,812,765,0
909,251,67,1
910,109,1015,1
911,1386,942,0
912,722,6,0
913,1389,281,1
914,1390,1018,0
915,1393,77,1
916,689,29,1
917,1394,118,1
918,1086,1024,1
919,914,337,0
920,1056,733,1
921,215,194,1
922,1398,1030,0
923,1400,1032,0
924,1401,621,0
925,286,732,1
926,1403,272,0
927,1404,1036,0
928,1405,519,1
929,1406,934,0
930,1408,1038,0
931,1410,1039,1
932,1411,127,0
933,1413,1041,0
934,780,130,1
935,1414,67,1
936,1415,469,0
937,1064,1044,0
938,182,1047,1
939,668,278,1
940,138,1049,0
941,1424,973,0
942,608,762,0
943,1427,1053,0
944,75,195,1
945,167,14,1
946,1430,77,1
947,1431,1054,0
948,1432,204,1
949,1433,235,0
950,1434,480,1
951,1435,1055,0
952,1437,103,0
953,1438,187,0
954,1439,525,0
955,1442,29,1
956,801,757,1
957,1443,1057,0
958,884,62,1
959,1445,725,0
960,1045,54,1
961,413,555,0
962,980,1059,0
963,1450,998,1
964,1453,92,0
965,1454,136,1
966,1455,77,1
967,1456,253,0
968,1457,1064,1
969,785,941,0
970,1460,616,1
971,1461,669,0
972,1463,14,1
973,1464,875,1
974,211,550,1
975,1469,614,0
976,1470,1070,0
977,1471,1071,1
978,1472,906,1
979,1474,608,0
980,1475,1072,0
981,826,1073,1
982,1477,1075,0
983,1479,1076,0
984,1480,911,1
985,953,879,0
986,1481,1077,0
987,1482,460,0
988,1483,526,1
989,507,652,0
990,1484,1079,0
991,1382,13,1
992,1485,829,0
993,950,1081,0
994,1487,77,1
995,1488,1082,0
996,467,755,1
997,1489,560,1
998,1492,1085,1
999,1494,1087,1
1000,1497,77,1
1001,1500,774,0
1002,1501,1090,0
1003,600,376,0
1004,1503,177,1
1005,1504,1091,0
1006,1506,18,1
1007,1508,184,0
1008,1509,393,0
1009,1084,3,1
1010,734,1095,0
1011,1513,814,0
1012,1514,1096,0
1013,953,1097,0
1014,259,494,0
1015,1516,961,0
1016,1517,1098,0
1017,1518,690,1
1018,714,77,1
1019,1518,367,1
1020,884,404,1
1021,803,130,1
1022,1523,326,1
1023,241,1103,0
1024,365,488,0
1025,1529,1106,1
1026,1160,1107,0
1027,158,1109,0
1028,1532,264,0
1029,1536,1112,0
1030,1538,389,1
1031,1539,14,1
1032,309,237,1
1033,737,122,0
1034,1540,1114,1
1035,1542,1115,1
1036,1543,914,1
1037,713,558,0
1038,507,0,0
1039,966,234,1
1040,1548,894,0
1041,1549,671,0
1042,1394,1118,0
1043,251,369,0
1044,126,77,1
1045,1550,1119,0
1046,1552,858,0
1047,1553,1120,0
1048,855,77,1
1049,623,1121,0
1050,559,433,1
1051,353,1122,0
1052,896,435,0
1053,780,727,1
1054,1557,1026,0
1055,162,1127,0
1056,762,1128,0
1057,1285,166,0
1058,1559,569,0
1059,1563,685,1
1060,544,727,1
1061,151,77,1
1062,614,38,1
1063,1566,906,0
1064,1543,77,1
1065,714,914,1
1066,1567,1063,1
1067,230,876,1
1068,600,1132,1
1069,1570,533,0
1070,1571,94,1
1071,1573,777,1
1072,424,261,1
1073,1574,157,0
1074,1213,1137,0
1075,903,733,1
1076,1578,1139,1
1077,754,1140,0
1078,305,1141,1
1079,1579,273,1
1080,496,111,1
1081,1580,14,1
1082,1582,1143,0
1083,1584,111,0
1084,55,281,1
1085,1592,1152,1
1086,1593,773,1
1087,1596,975,0
1088,1597,1153,0
1089,331,1155,0
1090,1601,266,1
1091,1602,560,1
1092,1604,1157,0
1093,1347,1160,1
1094,330,1161,0
1095,1607,1162,1
1096,1608,1118,0
1097,1609,264,0
1098,145,480,1
1099,1611,834,1
1100,1615,597,0
1101,742,1170,0
1102,1618,1062,1
1103,269,1054,0
1104,1619,414,0
1105,1622,257,1
1106,50,39,0
1107,1623,152,1
1108,1627,922,0
1109,453,278,1
1110,230,189,1
1111,1630,635,0
1112,1557,803,0
1113,560,356,1
1114,1439,1175,0
1115,1632,375,1
1116,1633,14,1
1117,1635,34,0
1118,1638,465,0
1119,1639,529,0
1120,1640,1177,0
1121,1255,103,1
1122,1643,168,1
1123,1646,884,1
1124,1444,532,1
1125,544,837,1
1126,1647,847,1
1127,642,1160,0
1128,357,290,1
1129,1654,1183,0
1130,1656,1184,0
1131,1660,745,1
1132,1661,290,1
1133,1662,84,1
1134,788,94,1
1135,892,77,1
1136,1002,405,0
1137,1663,938,1
1138,1664,512,0
1139,1665,72,1
1140,1666,1187,1
1141,1667,1188,0
1142,893,1189,1
1143,1671,1190,0
1144,1455,870,0
1145,1104,77,1
1146,953,198,0
1147,1672,419,1
1148,8,212,0
1149,1676,1194,0
1150,994,259,0
1151,45,87,1
1152,1482,195,1
1153,73,77,1
1154,385,1198,0
1155,1681,77,1
1156,1683,1199,0
1157,472,1165,1
1158,824,1119,0
1159,1219,1000,1
1160,1685,1201,1
1161,1496,512,0
1162,1686,77,1
1163,8,348,1
1164,1687,419,0
1165,1483,1202,0
1166,230,3,1
1167,1688,136,1
1168,1689,256,0
1169,1691,1204,0
1170,1426,1205,0
1171,1692,273,1
1172,1693,1206,0
1173,1694,1207,1
1174,1124,1208,0
1175,776,1209,0
1176,1127,1200,0
1177,284,29,1
1178,1702,29,1
1179,1703,556,1
1180,735,438,1
1181,1379,1214,1
1182,1704,111,1
1183,1284,118,1
1184,1705,187,0
1185,1709,971,1
1186,1710,390,1
1187,1712,1216,0
1188,1219,254,1
1189,49,125,1
1190,90,206,1
1191,1715,1220,0
1192,752,1221,1
1193,1716,752,0
1194,1497,1222,0
1195,8,1223,1
1196,256,762,0
1197,1718,1194,0
1198,619,152,1
1199,1720,480,1
1200,1263,192,0
1201,32,10,1
1202,1721,186,1
1203,544,348,1
1204,1722,1204,0
1205,1723,1202,0
1206,1724,1225,0
1207,1725,257,1
1208,1728,67,1
1209,1484,1098,0
1210,1729,3,0
1211,305,77,1
1212,1731,479,1
1213,1732,29,1
1214,497,550,1
1215,1733,1139,1
1216,949,1230,1
1217,560,94,1
1218,1130,67,1
1219,696,392,0
1220,1734,853,0
1221,1736,934,0
1222,1737,77,1
1223,635,1232,0
1224,1742,1234,0
1225,686,1215,0
1226,689,1237,0
1227,1747,1238,1
1228,1748,630,0
1229,184,507,1
1230,346,367,1
1231,948,1030,1
1232,237,802,0
1233,1370,264,0
1234,1750,1101,1
1235,1752,1241,0
1236,829,380,1
1237,1754,375,1
1238,1755,1243,0
1239,604,914,1
1240,184,880,1
1241,1756,1245,0
1242,794,733,1
1243,468,404,0
1244,1757,526,1
1245,1759,262,0
1246,1760,1246,0
1247,1762,1190,1
1248,325,741,1
1249,548,1248,1
1250,1764,77,1
1251,711,1249,0
1252,1174,356,0
1253,1737,14,1
1254,1765,1139,1
1255,816,235,0
1256,1767,1251,0
1257,1768,1252,0
1258,1769,1253,1
1259,1772,132,1
1260,910,469,0
1261,1775,382,0
1262,1776,1257,1
1263,87,959,0
1264,1006,472,0
1265,944,552,1
1266,1778,699,1
1267,30,1259,0
1268,413,835,1
1269,1721,1260,0
1270,383,1262,0
1271,916,837,1
1272,1781,40,0
1273,1783,405,1
1274,1784,192,1
1275,1430,914,1
1276,1786,406,0
1277,1787,1265,0
1278,1034,194,0
1279,1641,556,0
1280,1788,195,1
1281,925,736,1
1282,230,1266,0
1283,315,550,1
1284,369,1270,0
1285,721,481,0
1286,1791,77,1
1287,1792,1271,0
1288,1375,1272,0
1289,1793,1273,0
1290,1794,1274,0
1291,1795,67,1
1292,859,1275,1
1293,1796,1092,1
1294,233,1277,0
1295,1799,1278,0
1296,192,87,1
1297,452,77,1
1298,1807,1280,0
1299,344,14,1
1300,1808,1115,0
1301,740,253,1
1302,1809,221,1
1303,1410,817,1
1304,1060,192,1
1305,699,64,1
1306,1814,1281,0
1307,1816,273,1
1308,1817,866,0
1309,1820,1004,0
1310,1822,147,1
1311,1823,21,1
1312,1824,1283,0
1313,957,77,1
1314,1827,1284,0
1315,1828,1285,0
1316,1830,769,0
1317,1831,994,0
1318,1832,951,0
1319,271,719,1
1320,1834,1290,0
1321,1835,943,0
1322,1837,237,1
1323,972,859,1
1324,1840,666,1
1325,962,1181,1
1326,192,1293,1
1327,1842,460,0
1328,188,131,1
1329,794,185,1
1330,1845,14,1
1331,1846,405,1
1332,509,981,1
1333,149,1090,0
1334,1847,381,1
1335,1849,39,1
1336,633,416,0
1337,295,1294,0
1338,814,29,1
1339,1850,1295,0
1340,1851,1181,0
1341,1686,25,0
1342,1765,1297,0
1343,714,479,1
1344,938,1127,0
1345,1853,231,0
1346,1854,1298,0
1347,1857,111,1
1348,1861,1301,1
1349,685,651,0
1350,548,240,1
1351,28,1304,0
1352,877,1306,0
1353,1021,29,1
1354,6,261,1
1355,1868,1309,1
1356,1869,1311,0
1357,866,1312,0
1358,284,77,1
1359,826,1313,1
1360,1870,131,1
1361,730,77,1
1362,1713,1189,0
1363,1786,998,1
1364,1874,405,1
1365,1875,547,0
1366,1877,235,0
1367,1879,657,1
1368,1880,296,1
1369,786,887,0
1370,943,1317,0
1371,942,433,0
1372,391,77,1
1373,1881,921,1
1374,1714,155,0
1375,1090,630,1
1376,6,876,0
1377,1884,339,1
1378,286,569,1
1379,1886,371,0
1380,1006,1321,1
1381,1888,1322,0
1382,1461,125,1
1383,1148,1323,0
1384,81,1285,1
1385,786,1036,0
1386,371,853,1
1387,1896,1325,0
1388,1870,381,0
1389,1898,1326,0
1390,1899,1327,1
1391,1900,1307,0
1392,1901,1328,0
1393,75,998,1
1394,338,1330,1
1395,1903,144,1
1396,1904,67,0
1397,1905,1331,0
1398,1056,29,1
1399,1906,847,0
1400,1259,1177,0
1401,1909,138,0
1402,1339,901,1
1403,509,1335,1
1404,1913,1336,0
1405,1914,1337,0
1406,1915,114,0
1407,1916,103,1
1408,1917,1036,1
1409,12,807,1
1410,1918,77,1
1411,1500,77,1
1412,1233,1339,0
1413,1921,1341,1
1414,1922,1261,1
1415,1421,877,0
1416,1923,62,0
1417,1925,476,1
1418,178,1342,0
1419,492,1345,1
1420,192,77,1
1421,1083,1214,1
1422,1928,162,0
1423,231,1347,0
1424,1454,638,1
1425,1930,48,1
1426,1933,784,0
1427,488,1349,1
1428,1936,84,1
1429,1133,1350,0
1430,185,118,1
1431,1938,975,0
1432,1220,1239,0
1433,1939,72,1
1434,180,1353,0
1435,1339,854,0
1436,1945,1354,0
1437,694,1044,0
1438,1946,58,1
1439,1166,469,0
1440,1607,1216,0
1441,1947,405,1
1442,768,77,1
1443,1948,630,0
1444,1949,272,0
1445,1078,194,1
1446,1951,855,0
1447,39,405,1
1448,490,130,1
1449,1952,68,0
1450,1953,14,1
1451,82,303,0
1452,1786,192,1
1453,1955,248,1
1454,1957,1358,1
1455,443,237,1
1456,1960,10,0
1457,12,609,0
1458,1962,1206,0
1459,1964,760,0
1460,1965,317,0
1461,1969,1312,0
1462,12,390,1
1463,180,319,0
1464,1030,654,0
1465,1973,444,1
1466,1974,1337,0
1467,1976,772,0
1468,1977,519,1
1469,1979,29,1
1470,1981,919,0
1471,424,77,1
1472,1982,1363,0
1473,1989,1277,0
1474,1917,77,1
1475,305,67,1
1476,422,314,1
1477,1294,339,1
1478,1990,625,0
1479,1991,1132,1
1480,1992,1366,0
1481,1993,1201,0
1482,1164,875,0
1483,1476,281,0
1484,1995,1307,0
1485,1024,638,1
1486,1737,131,1
1487,624,339,1
1488,2000,189,0
1489,2003,1372,1
1490,2004,176,0
1491,2005,1373,0
1492,2006,525,1
1493,2007,656,0
1494,2009,132,1
1495,1953,677,1
1496,2010,1232,1
1497,2012,1377,1
1498,102,883,1
1499,151,14,1
1500,141,638,1
1501,2013,560,0
1502,2015,1378,1
1503,1940,69,1
1504,2017,1380,1
1505,2019,453,0
1506,166,192,1
1507,2021,952,0
1508,1072,332,1
1509,586,698,0
1510,2022,465,0
1511,2023,1273,1
1512,888,19,1
1513,2024,1382,0
1514,2025,1383,0
1515,2026,84,1
1516,794,62,1
1517,2028,1285,0
1518,1231,399,1
1519,1846,1384,0
1520,2032,111,1
1521,501,402,1
1522,2033,1089,0
1523,2034,30,0
1524,148,14,1
1525,1130,72,1
1526,358,195,1
1527,2037,437,0
1528,1411,1389,0
1529,2039,1390,1
1530,735,58,1
1531,642,339,1
1532,2042,1392,0
1533,696,195,1
1534,139,14,1
1535,1187,1395,0
1536,813,486,1
1537,2049,226,0
1538,195,94,1
1539,1179,1396,0
1540,2050,412,0
1541,2051,1397,0
1542,1144,1398,1
1543,2052,1399,0
1544,2053,1400,1
1545,966,83,1
1546,2060,1344,1
1547,2061,1407,0
1548,1207,822,0
1549,1167,67,1
1550,729,67,1
1551,132,77,1
1552,1327,1177,0
1553,2069,27,1
1554,1284,29,1
1555,2070,771,0
1556,2072,1412,0
1557,2073,842,0
1558,273,77,1
1559,1168,152,1
1560,1145,900,0
1561,2076,375,1
1562,2077,375,1
1563,2078,77,1
1564,2079,3,1
1565,256,1414,1
