,smiles,sequence,interactions
146,297,204,0
147,298,166,1
148,304,208,0
149,307,82,1
150,308,116,0
151,309,115,0
152,310,210,1
153,312,77,0
154,146,133,0
155,316,15,1
156,317,212,0
157,318,213,0
158,321,0,0
159,322,169,0
160,324,41,0
161,325,217,1
162,326,25,0
163,327,218,0
164,329,214,0
165,330,3,0
166,332,147,1
167,333,220,1
168,337,32,0
169,339,224,1
170,340,137,0
171,342,72,0
172,344,24,0
173,345,32,0
174,346,42,0
175,347,189,1
176,348,122,0
177,351,227,0
178,355,25,0
179,356,75,1
180,357,7,0
181,361,149,0
182,362,230,1
183,363,101,1
184,365,3,0
185,367,232,1
186,368,233,1
187,370,236,1
188,372,3,0
189,373,237,1
190,375,0,0
191,376,238,0
192,377,239,0
193,126,3,0
194,379,240,1
195,383,182,0
196,389,91,0
197,390,32,0
198,395,7,0
199,400,3,0
200,401,39,0
201,406,33,0
202,409,149,0
203,410,211,1
204,411,0,0
205,413,86,0
206,415,35,1
207,416,254,0
208,417,255,0
209,418,148,1
210,421,257,0
211,422,7,1
212,423,77,0
213,425,39,1
214,220,258,1
215,431,261,0
216,432,262,1
217,435,7,0
218,439,8,1
219,440,267,0
220,442,19,0
221,443,3,0
222,447,67,1
223,448,268,1
224,450,155,0
225,451,270,1
226,452,198,0
227,454,271,1
228,457,272,1
229,459,77,0
230,463,275,0
231,468,279,1
232,469,242,1
233,471,246,0
234,472,74,1
235,476,224,1
236,477,281,0
237,479,35,1
238,481,283,1
239,489,288,1
240,494,290,0
241,30,157,1
242,496,40,0
243,497,240,1
244,498,242,1
245,502,77,0
246,505,43,0
247,508,294,0
248,511,295,0
249,372,296,1
250,516,297,0
251,517,298,0
252,520,7,1
253,521,102,0
254,524,106,1
255,525,300,1
256,528,301,1
257,530,32,0
258,531,137,0
259,534,52,0
260,535,102,0
261,537,304,1
262,538,305,0
263,540,35,1
264,542,43,1
265,545,308,0
266,546,48,0
267,548,265,0
268,1,25,0
269,550,310,1
270,552,77,0
271,556,40,1
272,557,314,1
273,558,315,1
274,559,44,0
275,560,0,0
276,562,317,0
277,563,113,1
278,444,67,1
279,565,319,0
280,567,113,1
281,568,173,1
282,569,3,0
283,571,204,0
284,574,3,0
285,576,46,0
286,577,242,0
287,106,77,0
288,580,325,0
289,582,326,1
290,583,102,0
291,584,212,1
292,585,327,1
293,588,7,0
294,590,328,0
295,591,0,0
296,594,128,0
297,595,77,0
298,596,60,0
299,598,330,0
300,600,58,1
301,601,332,0
302,602,333,0
303,604,261,0
304,606,283,0
305,607,35,1
306,609,6,1
307,611,335,1
308,612,86,0
309,613,88,1
310,614,48,0
311,616,77,0
312,617,56,0
313,622,0,0
314,623,242,1
315,629,341,1
316,630,25,0
317,634,89,1
318,636,242,1
319,638,25,0
320,639,343,1
321,640,344,0
322,643,96,0
323,648,35,1
324,649,0,0
325,650,280,0
326,651,101,0
327,653,25,0
328,655,347,1
329,654,77,0
330,656,89,1
331,657,39,0
332,658,348,1
333,660,349,1
334,663,0,0
335,664,47,1
336,665,351,0
337,666,39,1
338,670,52,0
339,671,67,1
340,675,41,0
341,679,7,0
342,281,28,1
343,680,242,0
344,681,0,0
345,684,357,1
346,686,359,0
347,689,220,0
348,690,3,0
349,692,362,1
350,693,67,1
351,553,3,0
352,699,365,0
353,518,367,1
354,701,230,1
355,703,43,0
356,705,201,0
357,706,369,1
358,707,41,0
359,708,370,1
360,710,52,0
361,332,89,1
362,714,19,1
363,715,3,0
364,718,257,1
365,719,348,1
366,723,267,0
367,726,35,1
368,727,44,0
369,728,377,0
370,558,160,0
371,79,125,1
372,735,39,1
373,737,380,1
374,738,46,1
375,741,160,1
376,742,382,1
377,268,157,0
378,747,52,0
379,748,286,0
380,750,42,0
381,752,163,0
382,754,86,1
383,755,122,1
384,762,391,1
385,763,3,0
386,764,392,0
387,765,52,0
388,766,393,0
389,768,90,0
390,769,77,0
391,770,67,1
392,771,394,0
393,772,101,0
394,773,67,1
395,775,189,1
396,776,3,0
397,777,77,0
398,778,232,1
399,779,182,0
400,780,86,0
401,475,395,1
402,781,212,1
403,782,82,1
404,783,396,0
405,784,77,0
406,789,72,0
407,790,343,1
408,566,398,0
409,791,105,1
410,793,224,1
411,577,399,0
412,795,41,0
413,797,48,0
414,798,348,0
415,799,19,1
416,802,22,1
417,803,7,1
418,810,405,0
419,812,35,1
420,288,32,1
421,815,67,1
422,819,406,0
423,820,237,0
424,821,67,1
425,822,408,0
426,823,409,1
427,824,230,1
428,826,410,0
429,827,411,1
430,828,170,1
431,829,412,0
432,832,414,1
433,833,41,0
434,834,62,0
435,839,19,1
436,840,344,1
437,845,52,0
438,846,418,0
439,847,419,1
440,852,67,1
441,853,40,1
442,854,343,1
443,856,425,1
444,857,426,0
445,859,427,1
446,863,169,0
447,864,224,1
448,867,234,0
449,868,374,0
450,873,3,0
451,874,429,0
452,875,157,1
453,877,86,0
454,878,242,0
455,879,82,1
456,692,430,1
457,880,177,0
458,882,41,0
459,883,170,1
460,885,52,0
461,887,431,1
462,888,3,0
463,889,220,0
464,892,431,1
465,893,432,0
466,839,77,0
467,895,433,1
468,896,232,0
469,897,149,1
470,903,48,0
471,904,85,1
472,906,195,0
473,907,437,0
474,909,52,0
475,910,220,1
476,912,439,1
477,913,26,1
478,914,52,0
479,846,441,0
480,919,242,1
481,355,87,1
482,921,99,1
483,922,242,1
484,924,47,1
485,926,442,0
486,268,444,0
487,305,446,0
488,933,26,1
489,934,77,0
490,935,220,1
491,936,447,0
492,938,90,1
493,940,19,0
494,945,348,1
495,951,101,0
496,952,453,0
497,955,196,0
498,957,457,0
499,958,247,1
500,332,242,1
501,960,25,0
502,961,458,0
503,962,459,0
504,963,7,0
505,965,155,1
506,966,149,1
507,969,72,1
508,970,72,0
509,972,39,1
510,976,67,1
511,978,269,1
512,979,117,0
513,985,7,0
514,986,140,0
515,990,72,0
516,991,39,0
517,73,169,1
518,993,466,1
519,994,467,0
520,996,115,0
521,997,47,0
522,998,98,1
523,1000,189,1
524,1002,77,1
525,1004,126,1
526,417,470,0
527,1006,233,1
528,1008,3,1
529,414,471,1
530,1010,155,0
531,1011,116,0
532,1012,472,1
533,205,474,1
534,1013,0,0
535,1014,67,1
536,1016,476,0
537,1017,0,0
538,1018,25,0
539,1020,337,0
540,1021,60,0
541,1022,477,0
542,1024,343,1
543,1028,40,1
544,1029,480,0
545,1031,48,0
546,1032,442,0
547,1033,67,1
548,1036,481,1
549,1038,482,1
550,1039,3,0
551,1042,280,0
552,1044,0,0
553,1045,86,0
554,1047,43,0
555,1048,67,1
556,1052,485,0
557,97,6,1
558,1057,486,0
559,1060,43,1
560,159,72,1
561,663,490,0
562,97,54,1
563,544,3,0
564,1068,491,0
565,1069,269,1
566,1071,91,0
567,522,140,0
568,1072,314,1
569,1076,38,1
570,1077,445,1
571,1078,492,0
572,1080,493,0
573,1082,494,0
574,1084,495,0
575,1086,91,0
576,1088,19,1
577,1093,447,0
578,20,7,0
579,1095,498,0
580,1096,86,0
581,1099,137,0
582,1026,265,1
583,1100,67,1
584,1111,77,0
585,1113,29,0
586,1114,505,0
587,1116,32,0
588,20,77,0
589,1119,86,0
590,564,19,1
591,1120,237,1
592,1121,39,0
593,1128,164,1
594,1129,208,0
595,1130,91,0
596,1132,116,0
597,1134,439,1
598,1135,128,0
599,1136,511,0
600,1138,56,0
601,1149,508,0
602,1151,224,1
603,1153,412,0
604,1154,401,1
605,505,33,1
606,1157,242,0
607,1158,189,1
608,1159,35,1
609,1160,431,1
610,1161,86,0
611,1166,411,1
612,1167,520,1
613,577,74,0
614,1169,521,1
615,1171,3,0
616,1173,522,0
617,1174,116,0
618,1175,418,0
619,1176,524,0
620,1179,518,0
621,1181,447,1
622,1182,392,0
623,1183,67,1
624,1184,7,0
625,1185,526,0
626,1186,77,0
627,1191,3,0
628,1193,42,0
629,1197,529,1
630,1199,126,1
631,1202,530,1
632,1204,3,0
633,1206,75,1
634,1208,437,0
635,1209,531,1
636,1210,35,1
637,1213,242,0
638,1215,374,0
639,1217,77,0
640,1218,14,1
641,1219,139,1
642,1220,533,1
643,996,189,1
644,1224,32,0
645,1226,170,1
646,226,229,1
647,1227,67,1
648,267,536,0
649,1228,198,0
650,1229,224,1
651,1230,397,1
652,1231,537,0
653,143,538,1
654,1234,0,0
655,1235,305,0
656,335,0,0
657,1237,232,1
658,1238,429,1
659,1240,540,1
660,1241,113,1
661,1243,35,1
662,99,77,0
663,1247,544,0
664,1248,169,0
665,1249,56,0
666,1250,52,0
667,1260,549,1
668,1261,90,0
669,1262,550,0
670,1263,204,0
671,1265,552,1
672,1267,554,0
673,1269,24,0
674,1273,115,1
675,1274,546,1
676,1275,60,1
677,1279,60,0
678,1280,93,0
679,1281,560,1
680,1282,405,0
681,1286,3,0
682,705,562,0
683,47,40,1
684,1288,446,1
685,268,360,0
686,1290,564,0
687,1293,566,1
688,1298,38,1
689,1300,451,0
690,1302,568,1
691,234,0,0
692,1304,204,0
693,1306,39,1
694,1307,41,0
695,766,570,1
696,1313,571,1
697,1314,428,0
698,1317,572,1
699,1318,573,1
700,1320,26,1
701,1323,574,0
702,1325,575,0
703,1327,40,1
704,1328,139,1
705,1332,67,1
706,1337,0,0
707,1338,22,1
708,1339,112,1
709,1340,40,1
710,1341,67,1
711,1343,547,0
712,1345,106,1
713,1347,25,0
714,1350,32,0
715,1353,195,0
716,942,351,0
717,1355,212,0
718,1356,3,0
719,1357,301,1
720,1358,60,0
721,1359,584,0
722,1363,32,0
723,48,21,0
724,1365,32,0
725,1367,7,0
726,628,586,0
727,1369,587,0
728,203,122,0
729,1370,77,0
730,1371,344,0
731,1375,589,1
732,1378,3,0
733,1380,590,1
734,69,426,0
735,1382,592,1
736,1383,67,1
737,1384,425,1
738,1386,24,0
739,1388,593,0
740,1391,32,0
741,1393,182,0
742,1396,596,0
743,1398,26,1
744,472,447,1
745,1400,22,1
746,1401,91,0
747,1403,26,1
748,1405,48,0
749,1406,552,1
750,1408,223,0
751,1411,7,0
752,1412,491,0
753,1413,156,0
754,1416,3,0
755,1417,599,1
756,1418,40,1
757,1420,3,0
758,1421,442,0
759,1426,0,0
760,1431,104,1
761,1434,262,1
762,1436,601,0
763,1437,602,0
764,1438,603,0
765,1439,58,1
766,1441,3,0
767,1445,91,0
768,1448,72,0
769,1449,605,0
770,1450,407,1
771,1452,607,1
772,1455,8,1
773,1456,7,0
774,1121,35,1
775,1458,266,1
776,1460,242,0
777,156,74,1
778,1463,67,1
779,1465,33,1
780,1467,0,1
781,1470,75,1
782,1472,0,0
783,1475,40,1
784,1476,67,1
785,452,369,1
786,1477,0,0
787,1480,60,0
788,1396,611,0
789,1485,492,1
790,1486,47,1
791,1487,607,0
792,1488,431,1
793,1490,41,0
794,1491,612,0
795,528,119,0
796,1495,0,0
797,1496,128,0
798,1497,38,0
799,1499,485,0
800,1502,214,0
801,1505,189,1
802,1507,52,0
803,1508,7,0
804,1510,7,0
805,1512,614,1
806,1515,615,0
807,1516,122,1
808,1517,67,1
809,1518,616,0
810,284,0,0
811,1520,617,1
812,1522,618,1
813,1523,169,0
814,1526,212,0
815,1528,38,1
816,1531,620,1
817,1532,621,0
818,1534,25,0
819,1535,343,1
820,1536,188,0
821,1539,445,1
822,48,266,0
823,1540,622,0
824,1336,348,1
825,1543,82,1
826,1544,472,1
827,1545,0,0
828,1454,60,0
829,1548,625,0
830,1549,3,0
831,1553,343,1
832,1554,397,1
833,20,90,1
834,1561,161,1
835,1562,166,1
836,1565,106,1
837,1566,89,1
838,1573,165,1
839,1575,632,1
840,1576,77,0
841,1577,39,0
842,1578,156,0
843,1581,91,0
844,1583,173,1
845,1029,300,1
846,1584,634,0
847,1588,198,0
848,1030,566,1
849,566,635,1
850,1590,42,0
851,1591,636,0
852,1594,620,1
853,1597,77,0
854,1386,149,0
855,1603,641,1
856,1606,80,1
857,1607,643,0
858,1610,67,1
859,1615,609,1
860,1617,536,0
861,1619,40,0
862,955,644,1
863,1621,459,0
864,1622,46,0
865,1623,267,0
866,1624,99,1
867,1627,87,1
868,1629,242,0
869,1630,210,1
870,1632,645,1
871,1633,77,0
872,1636,41,0
873,1639,29,0
874,1641,196,0
875,1644,24,0
876,1646,224,1
877,70,40,0
878,1653,40,1
879,1655,477,0
880,1656,651,0
881,1658,652,1
882,1659,242,1
883,314,615,1
884,1660,653,1
885,1661,466,0
886,1662,654,1
887,1663,86,0
888,1331,655,0
889,1664,26,0
890,1670,77,0
891,1673,8,1
892,1336,658,1
893,1677,220,1
894,1679,35,1
895,1683,101,1
896,1684,552,0
897,1687,242,1
898,1690,135,0
899,1691,116,0
900,1693,0,0
901,1695,661,0
902,1696,58,0
903,1700,82,1
904,1701,663,0
905,1702,198,0
906,182,47,1
907,1704,32,0
908,268,173,0
909,1708,77,0
910,1710,140,0
911,1532,25,0
912,999,0,0
913,1715,3,0
914,1717,204,0
915,1721,3,0
916,1728,429,1
917,1729,670,1
918,1730,77,0
919,1731,77,0
920,1734,671,0
921,1735,439,0
922,1739,424,1
923,1740,15,1
924,1742,288,1
925,1746,99,1
926,1162,160,1
927,615,25,0
928,1749,587,0
929,1750,67,1
930,764,181,1
931,1751,137,0
932,553,242,1
933,1754,113,1
934,1755,269,1
935,1758,673,0
936,1759,77,0
937,1761,3,0
938,1763,674,0
939,1765,160,0
940,35,242,0
941,1767,237,1
942,1770,678,0
943,1773,679,1
944,1776,207,1
945,1778,397,1
946,1780,86,0
947,1781,680,1
948,1787,682,1
949,1789,329,0
950,1793,13,0
951,1307,3,0
952,1336,615,0
953,1797,686,1
954,1800,77,0
955,1801,0,0
956,1802,687,1
957,1806,689,0
958,1807,690,1
959,735,7,0
960,1808,546,1
961,1809,204,0
962,1810,269,0
963,1811,276,1
964,1812,39,0
965,1816,46,1
966,49,691,0
967,1818,93,1
968,1819,224,1
969,1821,442,0
970,1822,212,0
971,1826,60,0
972,1827,32,0
973,1829,694,0
974,1833,696,1
975,1835,570,1
976,1836,343,1
977,1387,697,1
978,1838,41,0
979,1839,77,0
980,1840,43,1
981,1844,147,1
982,1,223,0
983,1847,79,0
984,481,701,0
985,1851,351,0
986,1852,704,0
987,1854,265,1
988,1243,7,0
989,1855,8,1
990,1857,627,1
991,1858,212,1
992,1860,60,0
993,1864,67,1
994,1865,62,1
995,79,401,1
996,1866,212,0
997,1867,32,1
998,1868,137,0
999,1870,128,0
1000,1871,212,0
1001,1872,7,0
1002,1875,254,0
1003,1877,102,0
1004,1880,220,1
1005,1881,41,1
1006,516,19,1
1007,1882,77,0
1008,829,40,1
1009,678,3,0
1010,1885,0,0
1011,1886,447,1
1012,288,689,0
1013,1890,457,1
1014,1892,77,0
1015,1894,67,1
1016,1901,620,1
1017,1902,210,1
1018,1903,707,0
1019,1907,67,1
1020,1909,3,0
1021,1683,160,1
1022,1734,113,0
1023,1146,163,1
1024,1910,35,1
1025,1912,3,0
1026,1915,0,0
1027,1916,345,0
1028,1917,710,1
1029,481,711,1
1030,1919,209,1
1031,1920,343,1
1032,1922,712,1
1033,1923,77,0
1034,1925,39,1
1035,1926,160,1
1036,1927,26,1
1037,1928,77,0
1038,409,374,0
1039,1929,60,0
1040,1930,549,1
1041,1932,405,1
1042,1933,101,0
1043,1934,67,1
1044,1936,713,0
1045,1938,369,1
1046,1939,204,0
1047,1940,668,1
1048,463,715,1
1049,1942,0,0
1050,1943,716,1
1051,1945,40,1
1052,1946,443,0
1053,583,170,1
1054,1749,286,0
1055,1949,77,0
1056,1950,718,0
1057,1951,128,0
1058,1952,223,0
1059,1953,719,0
1060,1954,35,1
1061,471,546,1
1062,1955,678,0
1063,1957,204,0
1064,1958,720,1
1065,1754,409,1
1066,481,242,1
1067,1961,3,0
1068,1963,42,0
1069,1965,242,1
1070,1966,297,0
1071,1967,195,0
1072,1969,204,0
1073,1970,58,1
1074,1972,317,0
1075,1624,77,0
1076,1973,137,0
1077,1974,259,1
1078,1976,429,1
1079,1977,169,0
1080,1978,125,1
1081,1982,721,0
1082,1882,715,1
1083,1984,722,1
1084,1985,721,1
1085,1986,210,1
1086,1987,711,1
1087,1994,3,0
1088,1998,269,0
1089,1999,181,0
1090,2000,725,0
1091,2001,39,1
1092,2002,47,1
1093,2003,261,0
1094,2004,189,1
1095,156,668,1
1096,2007,265,0
1097,2008,67,1
1098,2009,369,1
1099,2010,77,0
1100,2011,588,0
1101,305,13,0
1102,2016,60,0
1103,1089,727,0
1104,2017,52,0
1105,2020,82,1
1106,2021,43,1
1107,2023,40,1
1108,2024,575,0
1109,79,104,1
1110,2025,91,0
1111,2026,673,0
1112,2029,731,0
1113,2032,15,1
1114,2033,112,1
1115,2034,48,0
1116,2036,212,0
1117,2039,48,0
1118,819,25,0
1119,2040,13,0
1120,2042,733,1
1121,2045,3,0
1122,2046,734,0
1123,2047,128,0
1124,2049,242,1
1125,2052,584,0
1126,2053,314,1
1127,2054,397,1
1128,2055,735,1
1129,2057,89,0
1130,2058,736,1
1131,2059,99,1
1132,2062,737,1
1133,2066,122,1
1134,2067,271,1
1135,2068,128,0
1136,2070,738,1
1137,2071,739,1
1138,2072,56,0
1139,2075,740,0
1140,2076,33,1
1141,2077,40,1
1142,160,405,1
1143,2083,542,1
1144,621,599,1
1145,2085,7,0
1146,2086,0,0
1147,2088,418,0
1148,267,535,0
1149,2090,741,1
1150,2091,42,0
1151,2094,224,1
1152,2096,77,0
1153,2097,91,0
1154,2098,3,0
1155,2102,122,1
1156,2103,67,1
1157,2108,48,0
1158,2109,424,1
1159,2113,374,0
1160,2115,48,0
1161,2125,128,0
1162,2126,369,1
1163,2128,56,0
1164,1695,471,0
1165,2130,139,1
1166,2131,7,1
1167,2132,746,1
1168,2134,305,0
1169,2135,196,0
1170,2138,447,0
1171,2141,747,0
1172,475,748,0
1173,2142,749,0
1174,2144,38,1
1175,2150,460,1
1176,2151,583,0
1177,2152,198,0
1178,2153,753,0
1179,1026,33,1
1180,2156,155,1
1181,2160,755,0
1182,79,26,1
1183,2161,716,1
1184,2163,67,1
1185,2164,32,0
1186,2166,196,0
1187,2167,269,1
1188,314,25,0
1189,2169,113,1
1190,2174,675,1
1191,2176,756,1
1192,2181,77,0
1193,1401,86,1
1194,2187,3,0
1195,1849,128,0
1196,2189,198,0
1197,2193,7,0
1198,657,7,0
1199,2194,140,1
1200,2195,220,1
1201,595,169,1
1202,1886,259,1
1203,2198,189,1
1204,2199,259,1
1205,2201,210,1
1206,2202,715,1
1207,2203,137,0
1208,2204,86,0
1209,2205,35,1
1210,1695,762,0
1211,1370,606,1
1212,2206,67,1
1213,2026,763,0
1214,2212,536,0
1215,2214,52,0
1216,2215,276,1
1217,2218,626,1
1218,2220,467,1
1219,2222,52,0
1220,2224,765,1
1221,2225,409,1
1222,267,77,0
1223,2227,412,0
1224,2229,126,1
1225,2230,9,1
1226,1695,766,0
1227,1870,767,0
1228,2232,768,0
1229,2236,769,1
1230,2237,67,1
1231,2238,125,1
1232,1085,43,0
1233,2239,40,1
1234,2240,770,1
1235,2242,771,1
1236,2244,425,1
1237,584,365,1
1238,1313,715,1
1239,2250,77,0
1240,2251,102,0
1241,2252,67,1
1242,2254,148,1
1243,2110,106,0
1244,156,128,0
1245,2255,0,0
1246,2214,140,0
1247,692,276,0
1248,1270,33,0
1249,2258,3,0
1250,471,547,0
1251,223,106,1
1252,2261,0,0
1253,2262,200,0
1254,584,774,0
1255,2263,26,0
1256,1042,696,1
1257,352,69,1
1258,2268,776,0
1259,2275,329,0
1260,2278,15,1
1261,2279,777,0
1262,2280,426,0
1263,1514,67,1
1264,2087,259,0
1265,1772,74,0
1266,2287,189,1
1267,2288,77,0
1268,2289,3,0
1269,2290,67,1
1270,1328,0,0
1271,2292,102,0
1272,2293,196,0
1273,2295,39,1
1274,160,7,1
1275,2299,778,1
1276,2300,283,0
1277,2302,137,0
1278,2305,196,0
1279,2310,365,0
1280,2311,533,1
1281,2313,779,1
1282,2316,620,0
1283,288,412,1
1284,2319,78,0
1285,2321,680,1
1286,2322,86,0
1287,2324,329,1
1288,2325,91,0
1289,2331,781,1
1290,2332,74,0
1291,2333,119,0
1292,2334,67,1
1293,2336,547,0
1294,2337,782,1
1295,2338,77,0
1296,2341,196,0
1297,2343,40,1
1298,2344,35,1
1299,2345,715,1
1300,2346,3,0
1301,2347,546,1
1302,2349,189,1
1303,2351,220,1
1304,1791,783,0
1305,1865,784,0
1306,223,785,0
1307,1331,67,0
1308,961,786,0
1309,2357,261,0
1310,2358,330,1
1311,2359,7,0
1312,2360,3,0
1313,2362,15,1
1314,2363,41,0
1315,2368,0,0
1316,2369,163,1
1317,2371,789,0
1318,2372,7,0
1319,2373,790,0
1320,268,537,0
1321,2375,40,1
1322,532,611,0
1323,2379,741,1
1324,1195,792,0
1325,2381,793,0
1326,2382,77,0
1327,2385,265,0
1328,2387,196,0
1329,2388,67,1
1330,2389,25,0
1331,2394,588,0
1332,2399,131,0
1333,2400,160,0
1334,2403,33,0
1335,376,796,1
1336,16,44,0
1337,2406,593,1
1338,2057,687,1
1339,231,60,0
1340,2407,32,0
1341,2301,43,1
1342,2409,86,0
1343,2413,118,1
1344,2415,799,0
1345,2420,701,0
1346,2421,412,1
1347,314,803,0
1348,2010,169,1
1349,2426,805,1
1350,2428,286,0
1351,2429,802,0
1352,2430,19,1
1353,1890,101,1
1354,2433,690,1
1355,272,115,0
1356,2436,520,1
1357,1405,806,1
1358,1057,798,1
1359,2438,115,0
1360,2439,86,0
1361,379,77,0
1362,2440,697,0
1363,2325,86,0
1364,2442,521,1
1365,2443,155,0
1366,2445,425,1
1367,2446,98,1
1368,2447,77,0
1369,2448,90,0
1370,2449,188,1
1371,1627,300,1
1372,2453,809,0
1373,2455,374,0
1374,2456,7,0
1375,2105,812,0
1376,2461,90,0
1377,2462,813,1
1378,2463,149,0
1379,849,69,0
1380,88,814,0
1381,2468,224,1
1382,2469,815,0
1383,2473,7,1
1384,2474,25,0
1385,1348,412,0
1386,2475,819,0
1387,2477,39,0
1388,2479,84,1
1389,2481,820,1
1390,2483,189,1
1391,2484,90,0
1392,2486,128,0
1393,1515,821,1
1394,2487,242,1
1395,2489,771,0
1396,25,549,1
1397,2493,457,0
1398,1762,19,1
1399,2494,809,0
1400,2495,265,0
1401,2500,32,0
1402,1909,806,1
1403,2506,91,0
1404,2507,823,0
1405,2508,25,0
1406,244,498,1
1407,2511,624,0
1408,1771,3,0
1409,2512,25,0
1410,2514,98,1
1411,2515,612,0
1412,2518,170,1
1413,2519,19,1
1414,2520,224,1
1415,2523,30,1
1416,1821,348,0
1417,2528,77,0
1418,493,824,0
1419,2530,83,1
1420,2532,86,0
1421,2533,25,0
1422,2534,825,1
1423,2535,149,0
1424,2537,52,0
1425,49,826,0
1426,2357,107,1
1427,2538,86,1
1428,2540,343,1
1429,288,692,0
1430,2546,67,1
1431,739,67,1
1432,38,809,1
1433,2547,133,1
1434,2485,547,0
1435,2552,7,0
1436,2553,67,1
1437,1303,172,0
1438,2558,828,0
1439,2560,365,0
1440,2561,189,1
1441,2563,3,0
1442,2565,589,1
1443,2567,40,1
1444,2569,52,0
1445,156,214,0
1446,41,7,0
1447,2572,830,1
1448,2573,60,0
1449,2574,831,1
1450,2475,570,1
1451,958,42,0
1452,2576,832,0
1453,2579,48,0
1454,2582,365,0
1455,2583,200,0
1456,2585,504,1
1457,2587,112,0
1458,2593,77,0
1459,2598,429,1
1460,2603,40,1
1461,2604,762,0
1462,2605,315,1
1463,1331,758,0
1464,2608,7,0
1465,2611,77,0
1466,2612,418,0
1467,2613,41,0
1468,2616,77,0
1469,2617,39,1
1470,2619,374,1
1471,2620,52,1
1472,268,692,0
1473,2625,196,0
1474,2626,82,1
1475,2628,15,1
1476,2629,140,0
1477,2630,39,1
1478,2631,588,0
1479,2280,377,0
1480,2613,842,1
1481,2635,38,1
1482,686,43,0
1483,69,769,1
1484,2637,476,0
1485,688,547,0
1486,2640,534,1
1487,2641,687,1
1488,2645,112,1
1489,508,844,0
1490,2646,520,1
1491,20,297,1
1492,2647,42,0
1493,1652,491,1
1494,2650,247,1
1495,2651,119,0
1496,665,212,0
1497,2653,43,0
1498,2655,29,0
1499,2657,40,1
1500,1886,74,0
1501,2658,35,1
1502,2661,269,1
1503,1359,77,1
1504,1438,846,1
1505,2666,0,1
1506,2669,848,0
1507,2671,67,1
1508,2673,326,0
1509,2674,160,0
1510,485,678,0
1511,2677,32,0
1512,2678,86,1
1513,2053,25,0
1514,1396,624,0
1515,49,117,0
1516,1336,477,0
1517,2689,67,1
1518,2690,849,0
1519,1787,536,0
1520,856,809,1
1521,2696,7,0
1522,2697,8,1
1523,2481,7,1
1524,863,851,0
1525,2699,641,0
1526,249,852,0
1527,2700,67,0
1528,2703,41,0
1529,2706,855,0
1530,2707,35,0
1531,2115,19,1
1532,2708,369,1
1533,1543,3,0
1534,1816,41,0
1535,1328,48,0
1536,2711,41,0
1537,2714,445,1
1538,1977,621,0
1539,2718,286,0
1540,2720,7,0
1541,2721,67,1
1542,2726,52,0
1543,2727,32,0
1544,2728,856,0
1545,2729,7,0
1546,643,654,1
1547,2732,427,1
1548,2733,857,1
1549,2736,324,1
1550,2738,441,1
1551,2739,859,1
1552,619,47,1
1553,2740,93,1
1554,2052,3,0
1555,1168,7,0
1556,1593,860,1
1557,1767,305,0
1558,2748,326,0
1559,1249,343,1
1560,666,7,0
