,smiles,sequence,interactions
290,637,266,0
291,517,514,0
292,642,515,0
293,647,192,0
294,649,116,1
295,650,520,0
296,651,521,1
297,652,522,0
298,653,523,0
299,655,524,0
300,657,468,1
301,512,296,1
302,662,530,1
303,664,234,0
304,665,296,1
305,667,533,0
306,668,185,1
307,670,535,0
308,674,539,0
309,676,116,1
310,406,253,1
311,678,148,1
312,679,469,1
313,126,545,1
314,185,278,1
315,690,550,1
316,695,554,0
317,696,538,1
318,698,556,1
319,700,558,0
320,701,559,0
321,357,564,0
322,706,232,1
323,707,565,1
324,709,566,1
325,711,568,0
326,713,526,0
327,95,148,1
328,720,149,1
329,721,273,0
330,723,215,0
331,724,573,0
332,727,296,1
333,728,575,0
334,286,578,1
335,736,583,0
336,738,530,0
337,713,148,1
338,579,584,1
339,740,586,0
340,741,403,1
341,746,592,0
342,748,347,0
343,749,208,1
344,752,145,0
345,753,100,1
346,754,596,0
347,756,345,0
348,757,597,0
349,759,599,0
350,760,600,0
351,763,149,1
352,766,604,0
353,769,607,0
354,547,608,0
355,771,610,1
356,773,78,0
357,392,72,1
358,778,64,1
359,779,615,0
360,781,616,1
361,125,3,1
362,783,83,1
363,784,369,0
364,6,620,0
365,240,125,1
366,790,624,1
367,193,9,1
368,793,626,0
369,796,628,0
370,800,631,0
371,801,632,1
372,802,633,1
373,803,524,0
374,328,634,1
375,807,636,0
376,188,638,1
377,153,194,1
378,813,148,1
379,815,92,1
380,817,191,0
381,819,644,1
382,83,3,1
383,822,646,0
384,323,426,1
385,823,648,0
386,830,0,1
387,726,524,0
388,831,455,0
389,832,653,0
390,833,654,1
391,547,655,0
392,835,204,0
393,757,409,0
394,838,656,0
395,811,317,0
396,316,659,1
397,845,342,1
398,846,27,1
399,847,0,0
400,851,664,0
401,852,111,1
402,853,665,1
403,109,380,1
404,855,667,0
405,852,674,0
406,861,675,1
407,864,570,0
408,865,72,1
409,866,149,1
410,323,130,1
411,871,684,0
412,430,480,1
413,475,685,0
414,57,546,0
415,874,314,0
416,875,687,0
417,878,565,1
418,780,690,1
419,881,516,0
420,882,692,0
421,883,195,1
422,886,33,0
423,706,694,1
424,696,260,1
425,887,695,0
426,888,264,1
427,385,550,1
428,889,355,0
429,771,524,0
430,890,164,0
431,704,698,1
432,892,278,1
433,218,700,1
434,347,701,0
435,894,402,1
436,414,369,1
437,895,364,0
438,286,703,1
439,898,704,0
440,884,705,1
441,899,706,1
442,903,689,1
443,905,266,0
444,906,709,0
445,907,204,1
446,908,64,0
447,909,274,0
448,912,114,1
449,914,432,0
450,915,712,0
451,916,426,1
452,918,714,1
453,529,717,1
454,923,273,1
455,924,719,1
456,925,689,0
457,808,720,1
458,887,273,1
459,926,721,0
460,927,722,0
461,931,726,1
462,936,732,0
463,303,628,0
464,13,733,1
465,938,734,0
466,940,546,0
467,941,735,0
468,330,736,1
469,946,740,0
470,947,638,1
471,948,64,1
472,949,566,0
473,951,469,1
474,165,192,1
475,952,742,1
476,955,745,0
477,81,746,1
478,800,747,0
479,958,130,1
480,959,749,0
481,769,111,1
482,960,362,0
483,961,750,0
484,962,8,1
485,967,753,0
486,182,754,1
487,968,516,0
488,732,194,0
489,406,757,1
490,973,758,0
491,975,736,1
492,490,278,1
493,978,761,0
494,984,765,0
495,986,766,0
496,989,730,1
497,990,767,1
498,1001,773,0
499,820,774,1
500,1003,37,1
501,90,125,1
502,679,188,0
503,1006,749,0
504,588,780,0
505,1015,783,0
506,1017,785,0
507,406,786,1
508,1018,477,0
509,254,381,1
510,1019,787,0
511,1020,788,1
512,1021,789,0
513,343,278,1
514,1022,790,0
515,668,8,1
516,561,339,1
517,1024,792,1
518,1025,793,0
519,205,125,1
520,23,689,1
521,808,796,1
522,490,185,1
523,1031,135,1
524,1032,798,0
525,1034,389,0
526,1035,208,1
527,1036,550,1
528,1039,322,0
529,1040,226,0
530,803,550,1
531,453,801,0
532,1041,148,1
533,1042,347,1
534,1043,802,0
535,1044,803,0
536,1045,217,0
537,1003,185,1
538,1053,810,0
539,307,638,1
540,1060,550,1
541,238,814,1
542,183,650,0
543,1064,595,1
544,1067,816,1
545,1068,817,0
546,1070,818,0
547,1075,426,1
548,1076,337,1
549,1077,821,1
550,1078,8,1
551,794,278,1
552,1079,823,0
553,1082,253,1
554,37,825,0
555,711,208,0
556,1085,327,0
557,1086,826,0
558,1089,827,0
559,1092,829,1
560,740,757,1
561,1093,830,1
562,1094,831,0
563,134,650,0
564,1097,834,1
565,1007,835,1
566,1099,125,1
567,1100,195,1
568,52,836,1
569,1102,464,1
570,472,837,0
571,735,424,1
572,1110,375,1
573,1111,840,0
574,141,84,1
575,1113,843,0
576,899,405,0
577,651,253,1
578,561,711,1
579,1115,546,1
580,1120,846,0
581,682,848,1
582,529,850,1
583,1127,851,0
584,1129,853,1
585,822,855,0
586,1133,856,0
587,514,858,0
588,614,859,0
589,574,860,0
590,1136,861,0
591,1062,642,1
592,735,340,1
593,1141,420,0
594,1143,353,0
595,1144,657,1
596,958,194,1
597,1133,86,1
598,1147,869,1
599,1149,871,0
600,165,628,1
601,497,189,1
602,1151,55,0
603,1153,872,0
604,1163,877,0
605,1165,148,1
606,465,878,0
607,1168,879,0
608,1012,148,1
609,792,414,0
610,1173,538,1
611,208,480,1
612,1177,882,0
613,1178,883,0
614,1180,884,0
615,821,887,0
616,1182,877,1
617,1183,888,0
618,655,891,0
619,1187,892,0
620,1188,893,0
621,1192,564,0
622,1194,479,1
623,230,147,1
624,1197,897,0
625,1199,898,0
626,371,726,1
627,192,603,1
628,1201,901,1
629,1202,902,0
630,1205,903,0
631,1207,659,0
632,802,907,0
633,1210,194,1
634,1213,789,0
635,385,189,1
636,1214,909,0
637,1216,911,0
638,1067,912,0
639,1219,378,1
640,309,84,1
641,1221,916,0
642,341,917,1
643,1223,480,1
644,1225,918,0
645,1226,919,0
646,1228,921,1
647,1139,515,1
648,1230,606,0
649,982,923,1
650,1233,829,0
651,1234,924,0
652,1236,613,0
653,282,925,0
654,286,926,1
655,628,929,0
656,1237,930,1
657,1239,836,0
658,1240,932,1
659,996,610,1
660,1241,933,1
661,1244,412,1
662,1245,935,0
663,1248,65,0
664,1249,711,0
665,385,835,1
666,185,550,1
667,1251,937,1
668,790,861,1
669,1252,105,0
670,1254,909,0
671,1255,317,0
672,1241,6,1
673,1257,183,0
674,1259,941,1
675,1261,480,0
676,181,195,1
677,1262,345,0
678,1173,148,1
679,1266,946,0
680,1268,947,0
681,1270,948,0
682,733,949,0
683,1274,950,0
684,1275,951,0
685,219,111,1
686,1276,692,0
687,1279,887,0
688,205,116,1
689,1280,952,0
690,469,704,1
691,1285,954,1
692,1286,412,1
693,1288,956,1
694,1290,566,1
695,35,116,1
696,1291,148,1
697,1031,217,1
698,949,207,1
699,1296,777,1
700,1299,961,0
701,1301,963,1
702,657,944,0
703,964,566,1
704,1302,366,0
705,52,965,1
706,1303,797,1
707,184,840,1
708,1309,397,1
709,1312,148,1
710,958,189,1
711,1314,327,1
712,1316,970,0
713,1317,149,1
714,1216,974,0
715,1328,273,1
716,1330,977,0
717,1244,278,1
718,1315,980,0
719,1332,525,1
720,1336,983,0
721,1208,984,0
722,1340,140,1
723,1343,273,0
724,6,452,1
725,65,986,1
726,1352,989,0
727,1354,990,1
728,1356,271,0
729,1357,405,1
730,1359,991,0
731,1361,992,1
732,911,690,1
733,1363,220,1
734,926,993,1
735,123,994,1
736,1366,995,0
737,1367,688,0
738,1368,977,0
739,220,998,1
740,986,720,0
741,1373,1004,1
742,1374,282,1
743,1375,557,1
744,1377,1006,0
745,1378,1007,1
746,383,830,0
747,78,1012,0
748,812,765,0
749,1384,1013,1
750,109,1015,1
751,722,6,0
752,165,8,1
753,798,531,0
754,1314,1022,1
755,505,1023,0
756,969,148,1
757,914,337,0
758,345,550,1
759,1397,1028,0
760,215,194,1
761,1398,1030,0
762,1399,1031,0
763,1400,1032,0
764,1401,621,0
765,1096,628,0
766,286,732,1
767,1402,1035,1
768,1403,272,0
769,1407,1037,0
770,1410,1039,1
771,1412,1040,1
772,1413,1041,0
773,780,130,1
774,115,215,0
775,1416,1042,1
776,1417,1043,0
777,182,1047,1
778,1028,1048,0
779,668,278,1
780,1422,183,0
781,102,1051,0
782,1426,1052,0
783,1427,1053,0
784,75,195,1
785,1435,1055,0
786,1436,603,1
787,1399,1019,0
788,801,757,1
789,1444,116,0
790,1054,875,1
791,1445,725,0
792,1045,54,1
793,980,1059,0
794,1452,1063,1
795,1453,92,0
796,1454,136,1
797,1459,1066,0
798,1460,616,1
799,453,628,1
800,489,1067,0
801,781,914,0
802,1465,441,0
803,211,550,1
804,1468,1069,1
805,1472,906,1
806,1473,278,1
807,1474,608,0
808,1475,1072,0
809,1407,148,1
810,49,1074,1
811,1482,460,0
812,199,1078,0
813,1483,526,1
814,1382,13,1
815,1042,818,0
816,1192,479,0
817,950,1081,0
818,1488,1082,0
819,1493,1086,0
820,1495,869,0
821,1499,1089,1
822,1501,1090,0
823,600,376,0
824,727,63,1
825,1503,177,1
826,1506,18,1
827,1508,184,0
828,1510,1093,1
829,1511,253,1
830,1084,3,1
831,734,1095,0
832,1513,814,0
833,1514,1096,0
834,259,494,0
835,1516,961,0
836,1518,690,1
837,1518,367,1
838,884,404,1
839,803,130,1
840,111,369,0
841,241,1103,0
842,186,1104,0
843,1526,149,1
844,916,37,1
845,948,1108,0
846,158,1109,0
847,1531,875,1
848,267,1111,1
849,1532,264,0
850,1533,906,1
851,1534,1027,0
852,1536,1112,0
853,1538,389,1
854,1540,1114,1
855,1544,566,1
856,279,174,1
857,713,558,0
858,507,0,0
859,1546,546,1
860,1548,894,0
861,1394,1118,0
862,251,369,0
863,1550,1119,0
864,165,948,0
865,1552,858,0
866,219,1104,0
867,353,1122,0
868,1556,1030,1
869,1557,1026,0
870,843,743,0
871,1285,166,0
872,1562,148,1
873,538,144,1
874,614,38,1
875,1566,906,0
876,1567,1063,1
877,230,876,1
878,600,1132,1
879,276,1133,1
880,1572,1134,0
881,1573,777,1
882,109,924,1
883,1213,1137,0
884,903,733,1
885,754,1140,0
886,1579,273,1
887,1198,1142,0
888,1581,367,1
889,1042,148,1
890,1531,72,1
891,1587,1147,0
892,996,749,1
893,1565,13,1
894,869,417,1
895,1589,648,1
896,463,406,0
897,1590,426,0
898,1591,824,0
899,674,148,1
900,1593,773,1
901,952,458,1
902,1598,204,1
903,528,30,0
904,1599,1154,0
905,1601,266,1
906,1561,1156,1
907,1603,760,0
908,1147,932,1
909,1604,1157,0
910,1605,1158,0
911,1606,1159,1
912,1347,1160,1
913,330,1161,0
914,1607,1162,1
915,1608,1118,0
916,1609,264,0
917,145,480,1
918,1610,100,1
919,1611,834,1
920,1612,1164,0
921,1614,1167,1
922,1615,597,0
923,742,1170,0
924,1619,414,0
925,1621,395,0
926,1623,152,1
927,1626,1174,0
928,453,278,1
929,230,189,1
930,1629,704,1
931,1557,803,0
932,560,356,1
933,1634,628,1
934,1635,34,0
935,1637,218,1
936,1581,1140,1
937,1642,27,1
938,192,148,1
939,1646,884,1
940,1444,532,1
941,1648,149,1
942,642,1160,0
943,1649,334,1
944,1650,1180,0
945,1651,595,1
946,357,290,1
947,1655,761,0
948,511,1123,0
949,1658,1186,0
950,1660,745,1
951,1662,84,1
952,1665,72,1
953,1666,1187,1
954,1667,1188,0
955,1670,208,1
956,166,426,1
957,1221,1191,0
958,1674,1192,0
959,267,9,1
960,104,84,1
961,1678,934,0
962,1482,195,1
963,1680,1197,0
964,385,1198,0
965,472,1165,1
966,824,1119,0
967,137,37,1
968,125,538,0
969,230,3,1
970,1688,136,1
971,1689,256,0
972,1124,1208,0
973,776,1209,0
974,1127,1200,0
975,1696,260,0
976,1312,792,1
977,1698,1210,0
978,553,148,1
979,1412,1211,0
980,1700,736,1
981,461,1212,0
982,1703,556,1
983,57,1147,0
984,794,489,1
985,1473,72,1
986,1711,469,1
987,1712,1216,0
988,1219,254,1
989,49,125,1
990,1599,1217,1
991,90,206,1
992,752,1221,1
993,1718,1194,0
994,1725,257,1
995,1708,72,1
996,1729,3,0
997,287,864,0
998,1730,1229,0
999,497,550,1
1000,949,1230,1
1001,696,392,0
1002,1734,853,0
1003,1743,797,0
1004,1744,1141,0
1005,1746,1236,0
1006,1747,1238,1
1007,184,507,1
1008,1329,148,1
1009,948,1030,1
1010,882,903,0
1011,1749,42,0
1012,1370,264,0
1013,1750,1101,1
1014,1751,749,0
1015,1754,375,1
1016,1755,1243,0
1017,604,914,1
1018,1682,189,1
1019,794,733,1
1020,468,404,0
1021,1759,262,0
1022,1760,1246,0
1023,1761,472,1
1024,1762,1190,1
1025,1585,340,1
1026,548,1248,1
1027,1241,255,1
1028,1771,350,1
1029,1006,472,0
1030,413,835,1
1031,1650,1132,1
1032,916,837,1
1033,1780,1263,0
1034,1784,192,1
1035,1787,1265,0
1036,1730,1074,1
1037,1034,194,0
1038,925,736,1
1039,230,1266,0
1040,1473,55,0
1041,618,5,0
1042,1053,278,1
1043,818,1268,0
1044,369,1270,0
1045,721,481,0
1046,1792,1271,0
1047,1375,1272,0
1048,1796,1092,1
1049,233,1277,0
1050,1800,1279,1
1051,490,628,1
1052,1804,468,1
1053,1805,925,1
1054,1244,550,1
1055,333,872,0
1056,487,116,1
1057,1807,1280,0
1058,1605,1210,0
1059,740,253,1
1060,1811,149,1
1061,1410,817,1
1062,1060,192,1
1063,639,208,1
1064,1816,273,1
1065,1818,610,0
1066,883,638,1
1067,1820,1004,0
1068,1686,1282,1
1069,1821,72,1
1070,1822,147,1
1071,1824,1283,0
1072,1826,797,0
1073,1539,603,1
1074,1828,1285,0
1075,1831,994,0
1076,65,1277,1
1077,1834,1290,0
1078,1838,145,1
1079,886,468,1
1080,192,1293,1
1081,1841,1289,0
1082,1842,460,0
1083,1843,818,1
1084,1844,464,1
1085,989,538,0
1086,1239,836,0
1087,65,1263,1
1088,794,185,1
1089,37,835,1
1090,1846,405,1
1091,149,1090,0
1092,1847,381,1
1093,1848,894,1
1094,295,1294,0
1095,1850,1295,0
1096,1686,25,0
1097,938,1127,0
1098,1852,159,0
1099,1853,231,0
1100,1855,100,1
1101,1857,111,1
1102,1727,996,0
1103,1861,1301,1
1104,548,240,1
1105,1862,1302,1
1106,1863,1303,0
1107,558,1197,1
1108,1865,711,1
1109,1515,1305,0
1110,877,1306,0
1111,1866,562,0
1112,1867,1307,1
1113,1378,1310,0
1114,164,598,1
1115,392,253,1
1116,734,566,1
1117,1874,405,1
1118,1878,917,1
1119,518,1076,1
1120,1534,1316,0
1121,1882,270,0
1122,1883,464,1
1123,6,876,0
1124,1885,464,1
1125,1286,523,1
1126,511,399,1
1127,1063,146,1
1128,49,148,1
1129,1278,538,0
1130,1890,566,0
1131,1461,125,1
1132,414,37,1
1133,1891,1306,0
1134,1838,526,0
1135,1163,830,1
1136,1893,90,1
1137,1894,148,1
1138,81,1285,1
1139,371,853,1
1140,1895,664,0
1141,1897,605,1
1142,1899,1327,1
1143,1900,1307,0
1144,75,998,1
1145,1902,149,1
1146,843,148,1
1147,229,584,0
1148,52,1329,1
1149,1903,144,1
1150,1298,1332,0
1151,1906,847,0
1152,1259,1177,0
1153,1910,340,1
1154,1913,1336,0
1155,83,148,1
1156,1233,1339,0
1157,1920,1340,1
1158,1421,877,0
1159,1925,476,1
1160,565,1344,1
1161,492,1345,1
1162,231,201,1
1163,1449,149,1
1164,1539,786,0
1165,528,711,1
1166,231,1347,0
1167,1454,638,1
1168,1932,1348,0
1169,487,469,1
1170,1934,562,1
1171,1935,711,1
1172,488,1349,1
1173,1936,84,1
1174,1133,1350,0
1175,1937,1351,0
1176,1259,82,0
1177,1940,282,1
1178,1944,990,1
1179,1946,58,1
1180,1166,469,0
1181,1607,1216,0
1182,1947,405,1
1183,667,1356,0
1184,1949,272,0
1185,1682,1270,0
1186,1078,194,1
1187,39,405,1
1188,490,130,1
1189,682,1102,1
1190,82,303,0
1191,495,375,1
1192,1955,248,1
1193,1956,1357,0
1194,704,1359,0
1195,1964,760,0
1196,1970,1361,0
1197,1972,240,0
1198,1976,772,0
1199,1980,395,0
1200,1561,818,1
1201,1981,919,0
1202,1983,1364,0
1203,1984,234,0
1204,1985,198,0
1205,1986,296,1
1206,1988,1365,0
1207,422,314,1
1208,1294,339,1
1209,1991,1132,1
1210,1992,1366,0
1211,1995,1307,0
1212,1024,638,1
1213,65,371,1
1214,1997,65,0
1215,2000,189,0
1216,184,1359,0
1217,2002,1371,1
1218,2003,1372,1
1219,2005,1373,0
1220,2007,656,0
1221,44,37,1
1222,504,523,1
1223,1845,148,1
1224,2011,1376,1
1225,2012,1377,1
1226,1538,1048,0
1227,102,883,1
1228,141,638,1
1229,1223,848,0
1230,2016,872,0
1231,1940,69,1
1232,1288,633,0
1233,875,208,1
1234,2017,1380,1
1235,1606,499,0
1236,1017,554,1
1237,166,192,1
1238,2021,952,0
1239,65,1381,1
1240,745,208,1
1241,2024,1382,0
1242,2026,84,1
1243,158,116,1
1244,2028,1285,0
1245,1231,399,1
1246,1846,1384,0
1247,524,402,1
1248,2032,111,1
1249,1730,578,0
1250,501,402,1
1251,2033,1089,0
1252,2034,30,0
1253,35,479,1
1254,559,1387,0
1255,892,628,1
1256,2036,1388,0
1257,2038,1159,0
1258,1411,1389,0
1259,2039,1390,1
1260,1925,749,1
1261,735,58,1
1262,642,339,1
1263,2041,1066,0
1264,2042,1392,0
1265,65,1393,1
1266,2044,950,0
1267,696,195,1
1268,2046,208,1
1269,2047,1394,1
1270,447,18,1
1271,2050,412,0
1272,2051,1397,0
1273,1144,1398,1
1274,2053,1400,1
1275,2054,149,1
1276,2055,632,1
1277,2056,1401,0
1278,1312,417,1
1279,587,497,0
1280,2059,859,1
1281,2060,1344,1
1282,1241,1408,1
1283,2064,397,0
1284,1658,206,1
1285,2066,1410,0
1286,2068,148,1
1287,2069,27,1
1288,2070,771,0
1289,2075,1413,0
1290,1221,417,1
1291,1007,148,1
1292,1168,152,1
1293,2076,375,1
1294,1890,149,1
1295,2079,3,1
1296,2080,208,1
1297,1017,1417,0
1298,1807,1158,0
1299,1313,806,1
1300,1177,1418,0
1301,230,278,1
1302,916,1422,0
1303,583,1300,1
1304,2086,1423,0
1305,277,1104,0
1306,2088,72,1
1307,2035,317,0
1308,1343,375,0
1309,748,156,0
1310,2093,676,0
1311,2096,1425,0
1312,1572,1428,1
1313,49,55,1
1314,188,417,1
1315,2106,654,0
1316,2107,198,0
1317,2108,1023,0
1318,2109,184,0
1319,1003,194,1
1320,2111,1432,0
1321,53,1158,0
1322,65,1433,1
1323,2112,1434,1
1324,2115,69,1
1325,2116,149,0
1326,2119,27,1
1327,2120,1436,0
1328,956,382,1
1329,1286,786,1
1330,2122,125,1
1331,2123,1437,0
1332,1227,853,0
1333,371,700,1
1334,2125,273,1
1335,1422,757,0
1336,2129,1441,0
1337,2130,375,1
1338,818,116,1
1339,874,1309,0
1340,1901,965,0
1341,2135,578,0
1342,175,1444,0
1343,2136,293,0
1344,808,1445,1
1345,1219,136,1
1346,204,257,0
1347,2143,626,0
1348,2144,1447,0
1349,2146,1093,0
1350,2147,1448,0
1351,557,100,1
1352,2153,149,1
1353,2154,1190,1
1354,1773,262,0
1355,2155,1397,0
1356,191,149,1
1357,1572,1307,0
1358,2158,771,1
1359,2159,116,1
1360,2160,81,1
1361,2161,691,0
1362,65,1453,1
1363,561,282,1
1364,222,1454,0
1365,2165,703,0
1366,2166,1456,0
1367,1378,1208,0
1368,2167,1173,1
1369,2170,403,1
1370,406,690,1
1371,182,823,1
1372,312,439,0
1373,2174,149,1
1374,2178,168,1
1375,1099,339,1
1376,388,1465,0
1377,1589,1,1
1378,2188,491,0
1379,2191,1468,0
1380,1542,378,0
1381,2192,1469,0
1382,2193,1470,0
1383,2195,1471,0
1384,492,48,1
1385,2017,565,1
1386,2196,864,0
1387,103,192,1
1388,915,914,1
1389,230,402,1
1390,1861,773,0
1391,183,240,1
1392,1039,1377,0
1393,2201,1472,0
1394,1060,628,1
1395,1427,1473,1
1396,1219,195,1
1397,451,1407,0
1398,1906,405,1
1399,2203,114,1
1400,2205,343,0
1401,571,1476,0
1402,2161,772,1
1403,2209,293,1
1404,1124,1127,1
1405,2212,1454,0
1406,2214,1482,1
1407,1649,525,0
1408,942,859,1
1409,461,450,0
1410,1698,887,0
1411,245,3,1
1412,940,824,0
1413,335,148,1
1414,892,185,1
1415,2221,726,0
1416,2026,1484,0
1417,2224,1485,1
1418,2226,257,1
1419,480,1487,0
1420,382,402,0
1421,2227,450,1
1422,2228,86,0
1423,2229,253,1
1424,2230,927,0
1425,2231,1177,0
1426,2234,1488,0
1427,2236,414,0
1428,2238,1290,0
1429,2240,253,1
1430,518,1111,1
1431,2243,615,0
1432,2244,522,0
1433,2245,923,0
1434,996,144,1
1435,2157,38,1
1436,2247,334,0
1437,1560,208,1
1438,1016,79,0
1439,1476,206,1
1440,104,254,1
1441,2249,1493,0
1442,715,13,1
1443,2258,1495,0
1444,2261,1092,0
1445,1374,417,1
1446,2051,1497,0
1447,52,230,1
1448,1241,621,1
1449,646,1501,1
1450,979,1504,0
1451,2269,691,0
1452,922,1335,0
1453,72,195,1
1454,195,724,1
1455,2119,1507,0
1456,2271,1508,0
1457,2053,1509,0
1458,414,426,1
1459,2272,566,1
1460,794,944,1
1461,777,1510,1
1462,65,846,1
1463,2275,847,1
1464,784,462,0
1465,1031,1512,1
1466,2276,736,0
1467,2278,821,0
1468,1338,1175,0
1469,1413,405,1
1470,1374,711,1
1471,2282,294,0
1472,2283,380,1
1473,406,166,1
1474,363,148,1
1475,1241,1516,0
1476,2284,1517,0
1477,1606,1518,0
1478,1289,1093,0
1479,2285,1519,0
1480,52,1104,1
1481,1878,92,1
1482,742,1521,0
1483,2287,598,0
1484,2200,5,0
1485,601,84,0
1486,49,1466,1
1487,1834,724,1
1488,1826,206,1
1489,595,37,1
1490,2292,1526,0
1491,993,1478,0
1492,370,367,1
1493,1354,1528,0
1494,1361,1160,1
1495,2297,278,1
1496,2298,1529,0
1497,526,854,0
1498,518,877,1
1499,2302,1059,1
1500,1363,381,1
1501,2165,1530,0
1502,1727,248,1
1503,185,185,1
1504,2307,1531,1
1505,98,550,1
1506,1036,402,1
1507,2309,149,1
1508,949,1423,1
1509,2311,901,1
1510,1228,462,1
1511,2313,1533,0
1512,2318,417,1
1513,2319,825,0
1514,29,1013,1
1515,1078,402,1
1516,903,849,1
1517,75,84,1
1518,2323,796,0
1519,2324,404,0
1520,2325,1381,0
1521,1773,1538,0
1522,2329,1540,0
1523,2068,638,1
1524,1172,1541,0
1525,2330,1543,0
1526,2332,1123,0
1527,2333,464,0
1528,2338,100,1
1529,75,426,1
1530,2192,469,1
1531,2340,792,0
1532,211,192,1
1533,2341,826,0
1534,947,38,0
1535,2342,476,0
1536,340,1549,0
1537,490,998,1
1538,2347,395,0
1539,2350,749,1
1540,486,206,1
1541,2353,480,1
1542,511,564,1
1543,1706,1553,0
1544,2284,1556,1
1545,1384,850,0
1546,947,148,1
1547,2358,1557,0
1548,2361,692,0
1549,1897,1371,1
1550,512,657,1
